ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
6C960DEB4F78854E,electric_bike,38:35.0,48:45.8,Halsted St & Roscoe St,TA1309000025,Clark St & Winnemac Ave,TA1309000035,41.9436315,-87.6490833,41.97334764,-87.66785547,member
C0913EEB2834E7A2,classic_bike,41:26.5,47:33.9,Clark St & Wellington Ave,TA1307000136,Halsted St & Roscoe St,TA1309000025,41.93649682,-87.64753866,41.9436315,-87.6490833,member
848A37DD4723078A,classic_bike,41:01.7,52:45.1,Sheridan Rd & Montrose Ave,TA1307000107,Broadway & Barry Ave,13137,41.96167,-87.65464,41.93758232,-87.64409781,member
3FA09C762ECB48BD,electric_bike,07:27.5,10:54.1,Aberdeen St & Jackson Blvd,13157,Green St & Randolph St*,chargingstx3,41.87772613,-87.65478743,41.88360166,-87.64862671,member
E60317ADD1A87488,electric_bike,17:55.1,27:32.6,Paulina St & Flournoy St,KA1504000104,Fairfield Ave & Roosevelt Rd,KA1504000102,41.87306109,-87.66913489,41.866624,-87.694521,member
A83DBA54802B4618,electric_bike,24:46.7,33:21.7,Ravenswood Ave & Lawrence Ave,TA1309000066,Kedzie Ave & Leland Ave,KA1504000126,41.968445,-87.674226,41.96668636,-87.70805198,member
D3D6DAF0AB53F245,electric_bike,56:35.9,04:09.3,Paulina St & Flournoy St,KA1504000104,Fairfield Ave & Roosevelt Rd,KA1504000102,41.87306109,-87.66913489,41.866624,-87.694521,member
3309E4E902565E04,electric_bike,26:13.3,33:29.6,Paulina St & Flournoy St,KA1504000104,Fairfield Ave & Roosevelt Rd,KA1504000102,41.87306109,-87.66913489,41.866624,-87.694521,member
805D6F3B51AD91AF,electric_bike,30:17.8,44:23.7,Paulina St & Flournoy St,KA1504000104,Michigan Ave & 18th St,13150,41.87306109,-87.66913489,41.857926,-87.624336,member
8560580463C7E866,electric_bike,38:40.0,41:35.3,Rockwell St & Archer Ave,21379,Leavitt St & Archer Ave,KA1503000068,41.82272,-87.68982,41.82879202,-87.68060446,member
10BB8E0B23F267E7,electric_bike,28:03.8,30:31.3,Rockwell St & Archer Ave,21379,Leavitt St & Archer Ave,KA1503000068,41.82272,-87.68982,41.82879202,-87.68060446,member
C448A2AA3B4B5FBF,electric_bike,54:32.0,01:59.6,Damen Ave & Foster Ave,KA1504000149,Ravenswood Ave & Berteau Ave,TA1309000018,41.97581098,-87.6795099,41.957921,-87.673567,casual
64C4DF768EE87149,classic_bike,59:14.3,10:32.6,Rockwell St & Archer Ave,21379,Hoyne Ave & 47th St,KA1504000091,41.82272,-87.68982,41.808227,-87.67718,casual
85DF6C5DF9B938F3,classic_bike,09:47.5,13:25.9,Damen Ave & Leland Ave,TA1307000158,Damen Ave & Foster Ave,KA1504000149,41.967081,-87.679076,41.97581098,-87.6795099,member
1138DA7008BB8E07,classic_bike,07:15.3,11:51.9,Damen Ave & Leland Ave,TA1307000158,Damen Ave & Foster Ave,KA1504000149,41.967081,-87.679076,41.97581098,-87.6795099,member
CCDF19B04142D48C,classic_bike,45:03.2,49:46.4,Damen Ave & Leland Ave,TA1307000158,Damen Ave & Foster Ave,KA1504000149,41.967081,-87.679076,41.97581098,-87.6795099,member
BFE885EE4564ED6B,electric_bike,25:18.8,30:54.6,Ravenswood Ave & Lawrence Ave,TA1309000066,Damen Ave & Foster Ave,KA1504000149,41.968445,-87.674226,41.97581098,-87.6795099,casual
BAA3F48DBCF7E925,classic_bike,07:56.2,11:36.6,Damen Ave & Leland Ave,TA1307000158,Damen Ave & Foster Ave,KA1504000149,41.967081,-87.679076,41.97581098,-87.6795099,member
7FDF23CD93FEF229,classic_bike,14:37.1,18:42.5,Damen Ave & Leland Ave,TA1307000158,Damen Ave & Foster Ave,KA1504000149,41.967081,-87.679076,41.97581098,-87.6795099,member
59EB6A7A67280C15,classic_bike,55:39.8,00:12.4,Damen Ave & Leland Ave,TA1307000158,Damen Ave & Foster Ave,KA1504000149,41.967081,-87.679076,41.97581098,-87.6795099,member
CF9994425032DBD2,classic_bike,26:06.9,41:49.0,Lincoln Ave & Byron St,23002,Damen Ave & Foster Ave,KA1504000149,41.952372,-87.677296,41.97581098,-87.6795099,member
C17A937D79ED1DF7,classic_bike,48:13.0,53:16.5,Ravenswood Ave & Lawrence Ave,TA1309000066,Damen Ave & Foster Ave,KA1504000149,41.968445,-87.674226,41.97581098,-87.6795099,member
0A33E7ED52E0B750,classic_bike,18:22.8,23:08.3,Damen Ave & Leland Ave,TA1307000158,Damen Ave & Foster Ave,KA1504000149,41.967081,-87.679076,41.97581098,-87.6795099,member
8162488B04E3B1FB,electric_bike,55:28.9,59:07.0,Ravenswood Ave & Lawrence Ave,TA1309000066,Damen Ave & Foster Ave,KA1504000149,41.968445,-87.674226,41.97581098,-87.6795099,member
4841AB6CDA3205F2,electric_bike,22:47.7,25:46.5,Ravenswood Ave & Lawrence Ave,TA1309000066,Damen Ave & Foster Ave,KA1504000149,41.968445,-87.674226,41.97581098,-87.6795099,member
F48E4964FD1670A3,electric_bike,07:15.6,10:39.4,Ravenswood Ave & Lawrence Ave,TA1309000066,Damen Ave & Foster Ave,KA1504000149,41.968445,-87.674226,41.97581098,-87.6795099,member
5481B39C33F3DAFB,electric_bike,42:16.6,45:48.2,Damen Ave & Leland Ave,TA1307000158,Damen Ave & Foster Ave,KA1504000149,41.967081,-87.679076,41.97581098,-87.6795099,member
0BCDE48B8F481E9A,classic_bike,44:06.8,46:21.5,Aberdeen St & Jackson Blvd,13157,Peoria St & Jackson Blvd,13158,41.87772613,-87.65478743,41.8776416,-87.64961779,member
463D5BCFD178724E,classic_bike,04:57.7,12:36.1,Clark St & Wellington Ave,TA1307000136,Southport Ave & Wellington Ave,TA1307000006,41.93649682,-87.64753866,41.93577462,-87.66360015,member
5D0B24A361477C8F,electric_bike,52:17.2,56:32.9,Clark St & Armitage Ave,13146,Stockton Dr & Wrightwood Ave,13276,41.918306,-87.636282,41.93132,-87.638742,member
84BE9A686995487F,electric_bike,07:25.7,11:22.3,Clark St & Armitage Ave,13146,Stockton Dr & Wrightwood Ave,13276,41.918306,-87.636282,41.93132,-87.638742,member
EA1A3D1F102ED624,electric_bike,03:57.1,10:27.2,Rush St & Hubbard St,KA1503000044,Rush St & Cedar St,KA1504000133,41.8901937,-87.6263206,41.9023087,-87.62769053,member
1DCF1D41A81825C2,classic_bike,25:06.4,31:28.3,Clark St & Armitage Ave,13146,Stockton Dr & Wrightwood Ave,13276,41.918306,-87.636282,41.93132,-87.638742,member
B29C7B4B4F88A42F,classic_bike,12:57.6,22:32.5,Ogden Ave & Chicago Ave,TA1305000020,Wells St & Walton St,TA1306000011,41.89636246,-87.65406127,41.89993001,-87.63443007,casual
3FBBD694E5035F9C,classic_bike,39:51.2,43:48.7,2112 W Peterson Ave,KA1504000155,Peterson/Ridge Metra,24458,41.991178,-87.683593,41.9918,-87.67489,member
6F0F9BD73B6D7D43,classic_bike,09:44.5,31:36.9,Paulina St & Flournoy St,KA1504000104,Wells St & Walton St,TA1306000011,41.87306109,-87.66913489,41.89993001,-87.63443007,member
C91D66C1D189D6FE,electric_bike,23:04.4,48:11.8,Franklin St & Jackson Blvd,TA1305000025,Rush St & Cedar St,KA1504000133,41.87770796,-87.63532114,41.9023087,-87.62769053,casual
3C94E9A99CE605C7,classic_bike,47:14.9,24:20.2,Michigan Ave & Ida B Wells Dr,TA1305000010,Wells St & Walton St,TA1306000011,41.876203,-87.624464,41.89993001,-87.63443007,casual
33B7EAB9403B0749,classic_bike,13:36.0,45:38.2,Franklin St & Jackson Blvd,TA1305000025,Stockton Dr & Wrightwood Ave,13276,41.87770796,-87.63532114,41.93132,-87.638742,member
F25C9BF034B75CFD,classic_bike,08:06.5,44:22.8,Franklin St & Jackson Blvd,TA1305000025,Stockton Dr & Wrightwood Ave,13276,41.87770796,-87.63532114,41.93132,-87.638742,member
7434B1AC95BC9DF3,electric_bike,43:05.5,54:47.5,Franklin St & Jackson Blvd,TA1305000025,Rush St & Cedar St,KA1504000133,41.87770796,-87.63532114,41.9023087,-87.62769053,member
1AE547C4656D82E9,classic_bike,53:07.7,01:25.4,Kingsbury St & Kinzie St,KA1503000043,Wells St & Walton St,TA1306000011,41.88917683,-87.63850577,41.89993001,-87.63443007,member
