ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
AF3863596DF9D94B,classic_bike,29:34.6,36:23.6,Troy St & Elston Ave,15631,Richmond St & Diversey Ave,15645,41.94524357,-87.7066499,41.93190197,-87.70119513,member
8B38081EBE918800,electric_bike,48:51.9,59:06.0,Wabash Ave & Adams St,KA1503000015,Green St & Madison St,TA1307000120,41.87947235,-87.62568861,41.88185933,-87.64926374,member
1C7F1DE826BBBC8D,electric_bike,55:30.8,05:40.0,Damen Ave & Cortland St,13133,California Ave & Fletcher St,15642,41.915983,-87.677335,41.93842879,-87.69800776,member
CAD23D69A79A6C3B,classic_bike,22:04.5,32:06.1,Clark St & Elm St,TA1307000039,Orleans St & Merchandise Mart Plaza,TA1305000022,41.902973,-87.63128,41.888243,-87.63639,member
BE241E601482E0AB,electric_bike,09:55.3,19:58.9,Western Ave & Walton St,KA1504000103,Damen Ave & Charleston St,13288,41.89841769,-87.68659602,41.920082,-87.677855,member
752C0388D68EBBE5,electric_bike,33:34.5,41:50.0,Western Ave & Walton St,KA1504000103,Damen Ave & Charleston St,13288,41.89841769,-87.68659602,41.920082,-87.677855,member
C2C6CE2F046E4B4A,classic_bike,11:59.3,29:09.3,Lincoln Ave & Roscoe St*,chargingstx5,Broadway & Cornelia Ave,13278,41.94335025,-87.67066777,41.945529,-87.646439,member
D1004EF94E7957C3,electric_bike,28:47.6,49:30.8,Damen Ave & Cortland St,13133,Broadway & Wilson Ave,13074,41.915983,-87.677335,41.965221,-87.658139,member
95DC50DED42F7876,classic_bike,19:32.8,24:02.7,Clark St & Elm St,TA1307000039,Clark St & North Ave,13128,41.9033216,-87.6329993,41.911974,-87.631942,member
5CB06C086A4C8C21,classic_bike,08:21.8,52:59.8,Michigan Ave & Madison St,13036,Wabash Ave & Grand Ave,TA1307000117,41.882134,-87.625125,41.891466,-87.626761,casual
F9F573B7B4F72DAA,classic_bike,07:38.3,52:57.0,Michigan Ave & Madison St,13036,Wabash Ave & Grand Ave,TA1307000117,41.882134,-87.625125,41.891466,-87.626761,casual
D4B0A1EAD29A8A09,classic_bike,07:41.4,17:57.3,Elizabeth St & Randolph St,23001,Green St & Randolph St*,chargingstx3,41.884336,-87.658902,41.88360166,-87.64862671,member
1CEBACC317AB7A02,classic_bike,48:51.9,53:03.4,Desplaines St & Kinzie St,TA1306000003,Jefferson St & Monroe St,WL-011,41.88871604,-87.64444785,41.88032963,-87.64274597,member
E0E006E99CDBC225,electric_bike,46:22.2,53:44.9,Broadway & Wilson Ave,13074,Broadway & Waveland Ave,13325,41.965221,-87.658139,41.949074,-87.648636,member
E802E9C4D399F3B6,classic_bike,59:52.3,12:08.5,Broadway & Wilson Ave,13074,Sheridan Rd & Buena Ave,TA1309000027,41.965221,-87.658139,41.958494,-87.654966,member
DE01BDBB563F6A0F,classic_bike,36:45.4,43:47.6,Elizabeth St & Randolph St,23001,Carpenter St & Huron St,13196,41.884336,-87.658902,41.894556,-87.653449,member
5DC08873AC6856BE,classic_bike,11:23.8,43:59.1,Pine Grove Ave & Irving Park Rd,13324,Canal St & Madison St,13341,41.9543646,-87.6479285,41.882409,-87.639767,member
2D0BB545123FA393,electric_bike,06:05.9,16:08.2,Wabash Ave & Grand Ave,TA1307000117,Elizabeth St & Randolph St,23001,41.891466,-87.626761,41.884336,-87.658902,member
C41A8AD77D3DE928,electric_bike,09:08.5,25:00.1,Halsted St & Maxwell St,TA1309000001,Wells St & Huron St,13064,41.864883,-87.647071,41.8947953,-87.6343743,member
15B0E26F4F8F0F27,classic_bike,28:29.0,37:39.4,Damen Ave & Cortland St,13133,Milwaukee Ave & Rockwell St,13242,41.915983,-87.677335,41.92033,-87.69309,member
5611D82B2B8212A1,classic_bike,15:46.6,26:20.7,Dorchester Ave & 49th St,KA1503000069,Woodlawn Ave & 58th St,22002,41.805772,-87.592464,41.789381,-87.596479,member
3E0BC6A192B9D11B,classic_bike,03:59.3,07:35.9,Broadway & Wilson Ave,13074,Sheridan Rd & Lawrence Ave,TA1309000041,41.965221,-87.658139,41.969517,-87.654691,member
FF0C17EB1FEC7DE4,classic_bike,53:18.9,58:22.8,Evanston Civic Center,661,Benson Ave & Church St,596,42.057044,-87.686554,42.048214,-87.683485,casual
A29E6FAB512C36F0,classic_bike,22:07.8,35:47.1,Michigan Ave & 18th St,13150,Dearborn St & Van Buren St,624,41.857926,-87.624336,41.876268,-87.629155,member
1716CAD734096361,classic_bike,16:36.7,29:40.0,Michigan Ave & 18th St,13150,Dearborn St & Van Buren St,624,41.857926,-87.624336,41.876268,-87.629155,member
781F01E49C19A8C7,classic_bike,39:16.1,40:44.9,Lake Park Ave & 35th St,KA1503000004,Lake Park Ave & 35th St,KA1503000004,41.83127424,-87.60879919,41.83127424,-87.60879919,casual
E9B3919CD797C8EB,electric_bike,49:39.8,56:05.9,Public Rack - Avers & Lawrence,1226,Keystone Ave & Montrose Ave,KA1504000164,41.96842,-87.72446,41.96110802,-87.7289701,member
7C3F3F25706F1893,electric_bike,07:53.9,11:15.3,Halsted St & Maxwell St,TA1309000001,Halsted St & Polk St,TA1307000121,41.864883,-87.647071,41.87184,-87.64664,member
1425307B802912A7,classic_bike,34:41.8,41:27.7,Cherry Ave & Blackhawk St,18069,Elston Ave & Cortland St,TA1305000039,41.907221,-87.655618,41.91643343,-87.66674638,member
03FD352FBA7F2DEF,classic_bike,02:25.1,06:18.1,Michigan Ave & Madison St,13036,LaSalle St & Washington St,13006,41.882134,-87.625125,41.882664,-87.63253,member
76096CC162752E87,classic_bike,21:10.4,39:30.3,Wells St & 19th St,SL-006,Wells St & 19th St,SL-006,41.856802,-87.633879,41.856802,-87.633879,casual
82B3A72973F9555D,electric_bike,33:26.2,33:39.6,N Paulina St & Lincoln Ave,20253,N Paulina St & Lincoln Ave,20253,41.943838,-87.671469,41.943838,-87.671469,casual
8E790254E1528CD6,electric_bike,31:09.9,31:29.3,N Paulina St & Lincoln Ave,20253,N Paulina St & Lincoln Ave,20253,41.943838,-87.671469,41.943838,-87.671469,casual
4617DABB59F13FF0,electric_bike,34:20.7,34:33.3,N Paulina St & Lincoln Ave,20253,N Paulina St & Lincoln Ave,20253,41.943838,-87.671469,41.943838,-87.671469,casual
8CCE0B14A5D7FFF4,electric_bike,32:52.6,33:07.0,N Paulina St & Lincoln Ave,20253,N Paulina St & Lincoln Ave,20253,41.943838,-87.671469,41.943838,-87.671469,casual
527B2C47468E82DB,classic_bike,16:04.3,24:39.0,Wells St & 19th St,SL-006,Wells St & 19th St,SL-006,41.856802,-87.633879,41.856802,-87.633879,casual
EAE458BB6B131668,electric_bike,25:55.3,35:02.6,Michigan Ave & Jackson Blvd,TA1309000002,McClurg Ct & Ohio St,TA1306000029,41.8777679,-87.624164,41.89259212,-87.61728913,member
E930EED78AA284F5,electric_bike,34:15.3,43:32.5,Western Ave & Walton St,KA1504000103,Paulina St & Flournoy St,KA1504000104,41.89841769,-87.68659602,41.87306109,-87.66913489,member
88F23391B221B2F7,electric_bike,11:38.5,14:10.0,Desplaines St & Kinzie St,TA1306000003,Franklin St & Illinois St,RN-,41.88871604,-87.64444785,41.89102331,-87.63547987,member
A34C2F0F29F0F717,electric_bike,12:32.6,16:56.1,Western Ave & Walton St,KA1504000103,Damen Ave & Chicago Ave,13132,41.89841769,-87.68659602,41.89568737,-87.67713508,member
289F57818AA44D3D,classic_bike,54:54.6,59:35.5,State St & Randolph St,TA1305000029,State St & Harrison St,SL-007,41.88462107,-87.62783423,41.874053,-87.627716,member
DF40EB04498ECB87,electric_bike,17:45.1,21:31.0,Michigan Ave & Madison St,13036,Clark St & Lake St,KA1503000012,41.882134,-87.625125,41.88602083,-87.63087606,member
569CC15176BBA98C,classic_bike,21:56.0,44:12.2,Wood St & Taylor St (Temp),13285,Damen Ave & Pierce Ave,TA1305000041,41.86926522,-87.67373085,41.9088152,-87.6771937,member
C3CE1A1BA1E0D060,electric_bike,42:13.4,50:24.7,McClurg Ct & Ohio St,TA1306000029,Milwaukee Ave & Grand Ave,13033,41.89259212,-87.61728913,41.891578,-87.648384,member
D16C2CAA4D0A0EB3,electric_bike,03:42.8,17:32.7,Wood St & Taylor St (Temp),13285,Damen Ave & Pierce Ave,TA1305000041,41.86926522,-87.67373085,41.9088152,-87.6771937,member
